part,severity,damage_type,coverage_percent,cost
back_door,minor,lamp broken,7.7,7174
front_light,minor,crack,12.81,2063
front_glass,moderate,tire flat,6.27,9637
back_door,moderate,glass shatter,17.22,17496
back_door,minor,crack,22.39,5370
back_bumper,moderate,crack,5.89,5261
back_glass,minor,crack,24.63,7248
hood,moderate,lamp broken,21.7,14398
hood,minor,lamp broken,4.62,9304
front_light,minor,lamp broken,24.39,3165
front_light,moderate,scratch,2.67,1158
front_light,minor,tire flat,17.64,1573
back_glass,moderate,tire flat,7.49,7278
front_light,moderate,scratch,8.42,1386
back_bumper,moderate,glass shatter,9.65,11194
front_bumper,moderate,crack,8.75,5977
front_glass,minor,glass shatter,5.15,16139
front_bumper,moderate,crack,4.82,6294
front_light,moderate,crack,23.9,4020
front_bumper,moderate,lamp broken,10.84,8176
front_bumper,moderate,crack,12.96,5321
back_glass,minor,scratch,9.51,2277
back_bumper,minor,scratch,14.65,1083
hood,moderate,tire flat,21.81,6761
hood,minor,crack,8.12,6449
front_light,minor,scratch,14.77,737
front_light,severe,lamp broken,1.17,7753
front_light,moderate,dent,3.24,3125
back_light,minor,tire flat,19.36,1222
back_glass,minor,tire flat,22.78,4574
hood,minor,crack,14.77,6686
front_bumper,minor,dent,17.81,2876
front_door,severe,scratch,7.99,4838
back_glass,minor,glass shatter,10.61,12898
back_light,minor,dent,5.55,1492
back_bumper,moderate,dent,15.55,4708
front_glass,moderate,glass shatter,13.21,31221
back_bumper,minor,dent,22.34,3000
back_glass,moderate,glass shatter,13.04,24519
back_door,minor,scratch,13.35,1762
back_glass,minor,scratch,6.84,2391
back_door,minor,tire flat,9.12,2897
front_light,minor,dent,18.62,1886
back_glass,moderate,glass shatter,20.79,20913
front_bumper,minor,dent,21.4,2893
hood,severe,tire flat,8.93,9586
front_glass,minor,tire flat,11.73,5962
back_glass,minor,crack,1.8,6881
back_door,moderate,glass shatter,15.53,17118
back_door,minor,scratch,12.9,1566
back_bumper,minor,tire flat,1.84,1894
back_glass,severe,lamp broken,24.37,23607
back_light,minor,glass shatter,14.09,3952
front_glass,moderate,dent,4.52,11855
back_light,moderate,glass shatter,21.25,7219
back_bumper,moderate,crack,19.6,6123
front_glass,minor,dent,10.8,6496
back_light,moderate,glass shatter,24.28,6050
front_glass,minor,glass shatter,17.09,20357
front_light,minor,tire flat,11.87,1406
back_glass,minor,lamp broken,19.35,9312
front_light,minor,lamp broken,1.46,2783
back_bumper,minor,dent,9.44,2314
front_bumper,moderate,lamp broken,5.67,8945
back_bumper,moderate,glass shatter,13.76,11018
front_glass,minor,lamp broken,9.76,12689
front_light,severe,dent,18.0,4769
back_glass,minor,scratch,16.35,2191
hood,minor,dent,3.89,4592
back_light,minor,lamp broken,2.31,2388
hood,minor,scratch,22.92,2343
front_door,minor,tire flat,4.49,3203
back_door,minor,tire flat,16.07,3320
front_light,minor,glass shatter,13.92,4124
back_bumper,minor,scratch,12.94,1241
back_glass,minor,scratch,8.9,2382
back_bumper,moderate,scratch,13.13,1876
back_door,minor,glass shatter,22.42,9250
back_bumper,minor,scratch,17.68,1342
front_glass,minor,tire flat,17.24,5435
front_glass,minor,dent,2.98,6361
back_light,minor,scratch,22.6,765
hood,minor,crack,11.41,6594
back_light,minor,crack,8.39,1704
back_bumper,minor,dent,14.39,2886
hood,moderate,lamp broken,16.26,16562
hood,moderate,crack,1.27,8935
front_bumper,minor,tire flat,22.42,2499
front_door,minor,lamp broken,4.45,6331
back_bumper,moderate,lamp broken,22.0,9102
back_bumper,minor,tire flat,24.05,2265
front_glass,minor,tire flat,20.67,5999
back_bumper,moderate,tire flat,11.86,3336
hood,minor,lamp broken,10.29,9698
front_glass,minor,dent,18.06,7416
back_light,moderate,crack,24.22,3481
front_bumper,minor,lamp broken,15.27,4897
front_door,moderate,dent,21.67,7180
back_glass,severe,tire flat,5.61,9757
back_door,minor,crack,15.13,4842
back_light,minor,lamp broken,19.43,2659
front_light,severe,glass shatter,1.11,12533
back_door,minor,dent,10.48,3858
back_door,minor,scratch,21.1,1660
back_glass,minor,crack,6.82,5738
front_bumper,moderate,lamp broken,7.36,7713
front_light,moderate,tire flat,15.83,2315
front_light,moderate,glass shatter,2.26,7712
front_bumper,moderate,lamp broken,17.49,7953
back_light,moderate,lamp broken,14.2,4191
back_glass,minor,dent,19.73,5677
back_bumper,minor,scratch,2.65,1183
back_bumper,minor,glass shatter,19.51,7258
back_bumper,moderate,glass shatter,1.03,11211
hood,minor,crack,2.69,5304
back_light,minor,glass shatter,1.53,3269
back_light,severe,crack,1.04,4592
back_glass,minor,lamp broken,8.48,8796
back_glass,moderate,glass shatter,23.0,23589
front_bumper,minor,lamp broken,4.6,5099
back_light,moderate,scratch,22.5,1123
front_door,minor,glass shatter,21.09,10018
back_bumper,minor,dent,12.85,2362
back_light,minor,dent,17.79,1377
back_light,moderate,dent,6.48,2549
back_bumper,minor,tire flat,10.97,2046
back_light,minor,lamp broken,16.4,2842
hood,moderate,crack,23.97,10824
front_glass,severe,scratch,4.73,9013
back_glass,minor,glass shatter,16.72,13630
front_glass,minor,crack,19.39,9568
back_glass,minor,dent,16.96,5829
front_door,minor,dent,9.99,3639
front_door,moderate,scratch,18.92,3130
hood,minor,dent,19.63,4571
front_light,minor,glass shatter,17.47,5001
back_bumper,minor,glass shatter,18.46,6430
back_glass,moderate,dent,18.87,8831
front_glass,minor,lamp broken,22.97,14629
back_glass,moderate,crack,1.68,10318
back_light,minor,scratch,10.75,718
front_door,minor,scratch,4.04,1879
back_glass,moderate,scratch,6.8,3519
front_light,minor,tire flat,17.95,1276
front_light,moderate,crack,5.14,3239
back_light,moderate,crack,16.52,3398
back_door,moderate,tire flat,6.32,4567
back_light,minor,tire flat,1.63,1018
back_glass,moderate,crack,2.59,11279
hood,moderate,crack,4.05,9455
front_glass,minor,tire flat,4.35,4914
front_bumper,minor,dent,15.97,3140
back_door,minor,tire flat,3.68,3073
hood,minor,dent,6.82,4921
front_light,moderate,scratch,23.17,1458
back_bumper,moderate,scratch,5.98,2094
back_glass,minor,glass shatter,8.86,14304
back_light,moderate,dent,11.74,2456
front_glass,minor,tire flat,12.5,5135
front_glass,moderate,tire flat,17.68,9217
back_light,moderate,crack,13.61,3352
front_bumper,moderate,lamp broken,13.54,7787
front_bumper,severe,glass shatter,12.95,21789
back_light,minor,lamp broken,5.08,2343
hood,severe,scratch,16.17,5958
front_bumper,minor,dent,8.06,3034
hood,minor,scratch,5.99,2071
back_bumper,minor,dent,19.03,3009
back_door,minor,glass shatter,18.16,9235
back_glass,minor,scratch,6.5,2269
front_glass,severe,dent,12.85,19133
back_bumper,moderate,scratch,23.25,1900
front_door,minor,dent,21.75,4332
front_door,minor,lamp broken,2.14,6428
front_glass,minor,glass shatter,4.97,17163
back_bumper,minor,glass shatter,11.41,5946
back_light,moderate,tire flat,14.65,2000
front_door,minor,glass shatter,1.79,10705
front_light,minor,dent,16.18,1641
front_door,minor,scratch,1.47,1799
front_door,moderate,lamp broken,24.72,13775
back_glass,minor,scratch,24.23,2283
hood,moderate,dent,22.25,7925
front_door,minor,glass shatter,6.52,10391
front_bumper,severe,dent,1.86,7490
back_door,moderate,scratch,22.38,2603
front_door,minor,crack,9.03,4803
front_glass,minor,lamp broken,20.83,13626
back_light,minor,glass shatter,7.82,3469
hood,minor,lamp broken,16.33,8167
hood,moderate,glass shatter,22.37,20566
front_door,minor,crack,19.01,4669
front_light,minor,crack,5.7,2047
back_glass,severe,glass shatter,12.59,32102
back_bumper,minor,scratch,8.7,1066
hood,moderate,glass shatter,14.03,20213
back_bumper,moderate,glass shatter,1.92,11897
front_light,minor,tire flat,15.37,1249
back_light,moderate,dent,13.29,2505
back_light,minor,dent,1.6,1272
back_door,minor,scratch,24.14,1962
back_glass,moderate,tire flat,10.85,6002
front_glass,severe,tire flat,9.69,14187
back_light,severe,crack,14.58,4882
back_door,minor,lamp broken,19.71,6531
front_bumper,moderate,lamp broken,10.66,8837
back_light,moderate,dent,14.95,2773
front_door,moderate,dent,20.79,7800
back_light,minor,crack,17.21,1713
back_glass,moderate,dent,19.96,8628
front_glass,minor,dent,14.69,7743
back_door,minor,dent,18.17,3495
back_bumper,moderate,crack,11.13,4950
front_door,minor,dent,7.38,4136
back_glass,minor,lamp broken,6.02,9977
back_bumper,minor,lamp broken,16.55,4406
front_light,minor,crack,15.7,1980
back_light,severe,lamp broken,23.12,7726
front_light,minor,tire flat,3.96,1365
front_light,minor,dent,23.94,1976
back_light,moderate,crack,1.11,3085
back_glass,moderate,tire flat,14.73,6427
back_glass,minor,tire flat,21.65,4698
front_bumper,moderate,glass shatter,5.85,11595
front_door,moderate,dent,13.7,6301
front_glass,minor,scratch,7.19,3052
front_bumper,moderate,scratch,3.36,1935
back_glass,minor,scratch,16.11,2416
front_bumper,minor,scratch,16.21,1441
back_glass,minor,tire flat,7.57,3873
back_door,moderate,tire flat,17.75,5693
back_glass,minor,tire flat,23.51,3906
back_bumper,minor,tire flat,24.41,1917
back_glass,moderate,scratch,9.95,4202
back_door,minor,scratch,15.17,1524
front_bumper,minor,lamp broken,12.44,5603
back_light,minor,tire flat,23.46,1265
back_glass,minor,scratch,3.21,2166
front_light,moderate,tire flat,2.89,2144
front_bumper,moderate,lamp broken,7.51,7761
back_door,moderate,lamp broken,8.98,11415
hood,minor,lamp broken,7.56,9410
back_glass,minor,tire flat,11.74,3637
back_bumper,minor,crack,10.34,3289
back_glass,minor,lamp broken,19.49,10488
front_bumper,minor,crack,2.95,3618
front_light,minor,lamp broken,18.97,2923
back_glass,minor,scratch,16.5,2392
front_glass,severe,crack,10.58,24399
back_light,moderate,glass shatter,5.09,5996
front_bumper,minor,crack,5.46,3516
hood,moderate,glass shatter,15.9,19342
hood,minor,lamp broken,6.49,8490
front_glass,moderate,tire flat,18.78,8599
front_light,severe,crack,8.51,5959
front_bumper,minor,glass shatter,2.67,8017
front_light,moderate,scratch,3.8,1143
front_glass,moderate,glass shatter,15.57,32077
back_bumper,severe,scratch,17.71,3026
front_light,minor,dent,3.67,1604
back_door,minor,scratch,21.6,1821
front_door,minor,dent,8.11,3942
front_glass,severe,tire flat,12.63,12962
back_light,minor,lamp broken,19.73,2642
front_bumper,minor,crack,19.97,4161
front_door,minor,dent,11.25,3605
front_bumper,moderate,crack,21.2,6874
front_glass,moderate,tire flat,2.97,8013
front_door,moderate,lamp broken,2.77,12924
back_glass,minor,scratch,4.49,2455
front_glass,minor,lamp broken,6.42,13149
back_door,severe,scratch,24.72,4512
front_glass,moderate,scratch,16.32,4859
back_light,severe,scratch,1.58,1613
back_glass,minor,tire flat,4.13,3875
front_bumper,moderate,tire flat,6.48,4084
front_glass,moderate,tire flat,1.09,9705
front_glass,minor,glass shatter,5.8,17088
front_light,moderate,crack,21.41,4169
front_light,severe,crack,21.59,5307
back_bumper,minor,scratch,19.04,1102
back_bumper,moderate,glass shatter,22.91,12425
front_bumper,severe,glass shatter,12.99,20154
hood,minor,scratch,22.28,2239
front_bumper,minor,lamp broken,9.21,5153
back_door,minor,crack,22.07,4884
back_door,severe,lamp broken,12.95,18325
back_bumper,severe,lamp broken,21.6,11996
hood,severe,dent,19.93,12227
back_bumper,minor,lamp broken,16.47,4757
front_glass,moderate,tire flat,17.14,9384
front_light,minor,glass shatter,13.24,4108
front_light,moderate,crack,15.82,3887
front_light,minor,lamp broken,7.9,2864
hood,moderate,glass shatter,24.2,21987
back_glass,minor,dent,8.78,5305
back_light,minor,scratch,8.17,677
back_light,minor,lamp broken,9.44,2569
front_glass,minor,dent,7.36,6803
front_door,moderate,scratch,23.16,3358
front_glass,moderate,scratch,24.97,5886
back_bumper,severe,dent,22.48,7840
back_light,minor,dent,13.14,1400
front_glass,minor,crack,8.37,7539
front_door,minor,glass shatter,18.65,11359
front_glass,minor,crack,23.54,8661
front_door,moderate,tire flat,23.07,5292
back_light,minor,tire flat,18.34,1166
back_glass,moderate,crack,19.98,10642
back_bumper,moderate,glass shatter,18.38,12000
front_light,moderate,glass shatter,21.78,7654
back_door,moderate,glass shatter,4.86,15994
back_light,minor,lamp broken,19.36,2775
front_bumper,severe,tire flat,18.49,5938
front_glass,moderate,scratch,19.04,4958
back_bumper,moderate,glass shatter,20.18,10482
back_bumper,moderate,crack,12.35,5826
front_door,moderate,glass shatter,15.08,19650
back_bumper,severe,dent,10.62,6790
front_light,minor,glass shatter,9.43,4910
back_bumper,minor,glass shatter,14.15,6707
front_glass,moderate,tire flat,19.24,8344
back_glass,moderate,scratch,13.52,4367
hood,moderate,scratch,7.84,3786
back_glass,moderate,scratch,17.44,4261
front_glass,minor,crack,11.86,7737
front_light,minor,dent,5.09,1497
hood,minor,crack,2.73,6116
back_door,minor,scratch,13.96,1550
back_glass,moderate,dent,21.35,8559
back_light,minor,tire flat,22.44,1114
front_door,minor,scratch,6.45,1581
front_light,minor,lamp broken,9.58,3135
back_light,minor,tire flat,11.11,1222
front_glass,minor,dent,3.51,7331
front_glass,minor,scratch,15.37,2944
front_glass,minor,dent,12.38,6593
front_door,moderate,crack,19.51,9366
front_light,minor,tire flat,17.19,1396
back_bumper,severe,lamp broken,16.46,11668
front_bumper,moderate,glass shatter,4.72,10690
front_door,moderate,dent,6.26,5883
back_door,minor,crack,18.96,4621
front_glass,minor,lamp broken,16.78,13739
hood,minor,lamp broken,6.43,9183
front_light,minor,crack,19.96,2245
back_door,minor,crack,4.65,4844
front_glass,severe,crack,23.95,24931
front_bumper,minor,tire flat,15.29,2256
front_door,minor,glass shatter,24.67,12421
front_door,moderate,tire flat,23.32,5686
back_door,minor,scratch,2.42,1502
front_bumper,minor,scratch,20.18,1402
back_glass,moderate,lamp broken,15.48,15893
back_light,minor,tire flat,20.96,1288
hood,minor,tire flat,8.36,3962
back_light,minor,scratch,8.95,705
back_door,moderate,glass shatter,1.02,13799
front_bumper,severe,crack,13.35,9681
back_door,severe,dent,15.19,9147
front_door,moderate,scratch,13.73,3021
front_glass,minor,scratch,11.81,3305
front_bumper,severe,tire flat,6.88,5483
back_door,moderate,glass shatter,1.14,13628
back_light,severe,tire flat,5.23,2743
back_light,minor,glass shatter,15.95,3362
back_bumper,minor,glass shatter,4.73,6960
front_light,moderate,tire flat,3.92,1984
back_glass,minor,glass shatter,17.76,15288
back_door,minor,lamp broken,5.35,7197
front_glass,moderate,dent,17.55,11531
back_glass,minor,glass shatter,3.09,12872
front_door,moderate,crack,24.63,7812
back_glass,severe,scratch,5.43,6649
front_door,minor,scratch,5.37,1878
back_door,moderate,scratch,9.31,2714
hood,minor,glass shatter,4.03,11437
back_light,minor,scratch,9.69,663
hood,moderate,dent,9.08,8817
front_light,minor,scratch,17.86,886
front_door,minor,scratch,2.83,1702
front_light,minor,dent,17.45,1638
back_bumper,minor,lamp broken,20.89,4970
back_light,moderate,glass shatter,3.1,5741
front_bumper,minor,tire flat,18.53,2412
back_glass,severe,glass shatter,15.2,34438
back_door,minor,scratch,3.24,1777
back_bumper,minor,glass shatter,23.02,6475
back_light,minor,scratch,8.09,578
back_bumper,minor,dent,8.76,2480
back_glass,moderate,glass shatter,6.37,24260
front_glass,minor,tire flat,22.42,5595
front_bumper,moderate,crack,1.69,5148
front_light,minor,dent,2.03,1788
front_door,moderate,glass shatter,8.41,18316
back_bumper,minor,glass shatter,7.12,6487
front_bumper,moderate,crack,15.64,6534
front_glass,moderate,tire flat,7.98,9619
back_door,severe,lamp broken,5.63,17317
hood,minor,glass shatter,6.39,11453
front_light,minor,tire flat,18.49,1344
hood,moderate,glass shatter,23.52,20780
front_bumper,minor,glass shatter,4.89,7172
front_door,severe,lamp broken,23.87,22776
front_bumper,minor,glass shatter,13.26,8412
back_light,moderate,lamp broken,23.03,4284
back_light,minor,glass shatter,9.43,3818
front_door,minor,scratch,23.38,1913
front_glass,minor,crack,5.43,9213
front_door,minor,crack,10.12,5111
front_light,severe,scratch,2.24,2181
front_light,moderate,crack,16.69,3889
front_light,minor,glass shatter,19.91,4394
front_door,moderate,scratch,20.81,2804
front_door,severe,lamp broken,11.8,19591
back_glass,minor,glass shatter,18.1,14109
front_door,minor,lamp broken,1.83,6660
back_glass,moderate,lamp broken,20.96,15462
front_door,minor,tire flat,3.27,3334
hood,minor,glass shatter,17.76,12425
hood,minor,lamp broken,21.26,10093
hood,severe,scratch,13.52,5440
back_door,minor,lamp broken,21.07,7528
back_door,moderate,crack,6.17,7614
front_bumper,minor,crack,2.34,3248
back_glass,minor,dent,22.28,5561
front_door,minor,lamp broken,1.58,6834
back_glass,minor,scratch,6.46,2306
front_door,minor,tire flat,2.37,2862
front_light,minor,scratch,5.08,829
hood,minor,scratch,8.74,2312
back_glass,minor,glass shatter,22.14,13401
front_glass,moderate,dent,4.38,10035
hood,moderate,lamp broken,23.65,14786
front_bumper,minor,scratch,3.19,1179
back_bumper,minor,dent,20.34,2534
front_glass,moderate,crack,21.45,15551
