part,severity,damage_type,coverage_percent,cost
front_light,moderate,lamp broken,7.19,5229
front_bumper,minor,tire flat,23.35,2254
back_door,minor,lamp broken,23.83,7702
front_glass,minor,lamp broken,10.41,13655
hood,moderate,lamp broken,20.6,15308
front_door,moderate,tire flat,20.85,5029
front_door,minor,tire flat,7.48,2779
front_door,moderate,lamp broken,9.05,11143
back_glass,minor,lamp broken,6.09,7864
front_bumper,moderate,scratch,16.32,1924
front_bumper,severe,dent,14.56,8103
front_light,minor,dent,3.24,1601
front_door,severe,crack,13.01,12784
front_glass,minor,tire flat,4.11,5567
front_door,moderate,glass shatter,13.09,17679
back_glass,moderate,dent,10.17,8987
back_bumper,minor,crack,17.38,2916
back_door,minor,tire flat,6.18,3051
back_glass,minor,tire flat,24.13,4383
hood,minor,crack,4.15,5538
front_glass,moderate,dent,19.58,11813
back_light,moderate,lamp broken,23.99,4704
front_light,moderate,dent,4.42,3149
hood,minor,dent,11.92,4527
front_bumper,minor,scratch,14.84,1271
back_door,moderate,scratch,12.06,3241
front_bumper,moderate,glass shatter,4.37,10778
front_light,minor,dent,7.88,1688
back_glass,minor,glass shatter,21.28,16017
front_door,moderate,dent,13.14,6437
back_bumper,severe,lamp broken,2.37,13022
hood,minor,dent,3.53,4637
front_glass,minor,dent,21.98,7772
front_door,minor,glass shatter,13.84,11624
back_door,minor,dent,3.6,4172
front_glass,minor,glass shatter,8.89,16866
front_light,moderate,scratch,12.43,1228
back_bumper,minor,lamp broken,12.28,4915
front_door,minor,lamp broken,15.43,7195
front_door,severe,glass shatter,6.12,25046
back_bumper,minor,tire flat,7.05,1825
back_glass,minor,dent,2.96,5632
front_light,minor,glass shatter,17.07,4303
back_bumper,moderate,dent,11.28,5001
front_bumper,minor,scratch,23.61,1374
hood,moderate,tire flat,24.17,6742
front_glass,moderate,dent,22.45,11286
back_glass,moderate,crack,20.76,12023
front_door,minor,dent,12.01,3703
front_door,moderate,dent,17.17,6559
back_bumper,severe,glass shatter,21.57,19635
back_door,minor,dent,24.5,3963
hood,moderate,scratch,6.19,3305
back_light,moderate,tire flat,1.34,1980
back_bumper,moderate,crack,13.05,6012
front_light,severe,tire flat,10.94,3492
hood,minor,glass shatter,19.36,11759
back_glass,minor,glass shatter,5.25,13491
hood,minor,glass shatter,21.28,14101
front_glass,minor,tire flat,15.89,6297
back_door,moderate,dent,3.49,6397
front_glass,minor,dent,19.04,8219
back_door,minor,tire flat,14.95,2610
front_bumper,minor,glass shatter,19.65,7922
back_door,moderate,scratch,23.81,2866
front_light,severe,glass shatter,16.48,13328
front_glass,severe,dent,19.77,19600
front_bumper,minor,tire flat,21.12,2596
front_glass,minor,tire flat,22.6,5634
back_bumper,minor,dent,9.99,2870
front_door,minor,crack,14.73,5004
hood,minor,glass shatter,16.47,14328
front_glass,severe,scratch,10.37,8873
front_glass,minor,crack,11.5,7620
back_glass,minor,lamp broken,14.85,9259
front_bumper,minor,lamp broken,8.74,4548
back_bumper,minor,glass shatter,19.48,6309
hood,moderate,dent,1.61,8484
front_light,moderate,tire flat,9.59,2094
back_light,minor,crack,21.17,2003
front_glass,moderate,crack,7.6,15900
back_bumper,severe,tire flat,21.81,5104
back_door,minor,dent,7.29,3398
back_door,moderate,glass shatter,22.91,15702
back_door,moderate,glass shatter,10.93,16176
back_door,moderate,scratch,10.01,2659
front_light,minor,scratch,1.24,676
back_bumper,severe,dent,24.85,7468
hood,minor,dent,18.8,5814
back_light,minor,lamp broken,1.55,2499
back_glass,moderate,scratch,3.75,3466
front_door,minor,scratch,18.47,2132
front_bumper,minor,crack,23.88,3637
hood,minor,tire flat,18.88,4019
hood,severe,glass shatter,7.0,30411
front_bumper,minor,glass shatter,20.04,8018
back_glass,severe,scratch,12.71,7013
front_glass,moderate,lamp broken,20.58,22591
front_glass,minor,glass shatter,9.47,19934
back_door,minor,glass shatter,1.81,9353
front_glass,moderate,crack,22.05,17075
hood,minor,crack,3.75,6416
front_glass,minor,scratch,2.74,3144
front_door,moderate,scratch,3.94,2785
back_bumper,minor,tire flat,12.17,2242
back_light,minor,lamp broken,7.81,2353
back_light,moderate,dent,18.19,2856
back_door,moderate,lamp broken,11.12,12151
front_door,minor,crack,2.19,4802
back_bumper,minor,crack,3.98,2821
front_door,minor,lamp broken,14.83,6969
back_bumper,minor,glass shatter,21.2,6874
hood,minor,lamp broken,16.47,7956
back_door,moderate,glass shatter,7.59,17163
front_glass,moderate,dent,8.52,11977
front_glass,moderate,crack,11.91,15868
back_door,severe,crack,3.47,11024
back_bumper,minor,scratch,8.75,1224
front_glass,minor,scratch,5.59,3406
front_door,severe,lamp broken,23.42,22829
front_bumper,minor,dent,23.73,2725
front_door,moderate,tire flat,20.5,5191
back_glass,moderate,scratch,3.88,3581
back_glass,moderate,lamp broken,24.18,16205
front_light,minor,tire flat,13.66,1417
front_light,minor,crack,18.54,2050
front_bumper,moderate,crack,9.47,6513
back_light,moderate,tire flat,21.54,2110
back_door,minor,glass shatter,1.32,8531
front_glass,minor,scratch,9.17,3386
hood,moderate,lamp broken,19.25,14514
front_light,minor,tire flat,13.11,1549
back_light,minor,crack,11.86,1863
back_light,minor,glass shatter,7.67,3328
front_bumper,moderate,lamp broken,4.53,9349
back_door,minor,scratch,12.06,1587
front_light,minor,tire flat,9.45,1208
hood,minor,dent,6.09,4725
front_glass,minor,lamp broken,11.59,12077
back_bumper,minor,tire flat,23.27,1979
back_light,minor,glass shatter,7.62,3804
hood,minor,glass shatter,2.2,11321
back_door,minor,scratch,22.48,1826
back_light,minor,dent,7.61,1604
front_glass,minor,glass shatter,6.28,19252
front_bumper,minor,glass shatter,19.86,7466
front_bumper,moderate,tire flat,18.61,3474
hood,moderate,tire flat,18.74,7391
back_light,minor,scratch,2.67,569
front_light,severe,scratch,16.98,2100
back_bumper,severe,scratch,22.15,2978
back_bumper,minor,lamp broken,12.37,4038
back_light,minor,glass shatter,20.65,3997
front_bumper,minor,scratch,5.02,1136
back_door,minor,dent,18.67,3898
front_door,minor,lamp broken,12.68,7069
back_bumper,minor,crack,9.01,3213
front_light,minor,dent,13.46,1853
back_glass,moderate,glass shatter,16.82,20701
front_light,minor,dent,18.78,2076
front_door,moderate,scratch,5.65,3358
back_door,moderate,crack,17.29,8931
front_light,minor,lamp broken,22.85,3159
front_door,moderate,glass shatter,23.69,17338
back_light,moderate,dent,17.84,2769
back_door,moderate,glass shatter,14.6,17930
front_door,minor,crack,1.2,5382
back_glass,moderate,glass shatter,13.56,21372
hood,minor,tire flat,12.68,3414
front_bumper,minor,dent,6.22,3139
back_door,minor,dent,1.12,3479
back_bumper,minor,dent,9.41,2455
hood,severe,tire flat,14.46,11903
front_bumper,severe,scratch,5.72,3474
back_door,minor,crack,12.36,4493
front_glass,minor,glass shatter,22.7,21166
front_bumper,minor,lamp broken,14.53,5579
front_door,minor,lamp broken,19.42,7040
front_glass,minor,lamp broken,8.32,11629
front_light,minor,lamp broken,19.78,3576
back_door,minor,scratch,17.66,1750
front_door,minor,glass shatter,12.2,11975
front_light,severe,dent,1.63,4834
back_door,moderate,scratch,8.26,2579
hood,minor,crack,14.04,6302
front_bumper,moderate,dent,10.42,4738
back_bumper,moderate,glass shatter,22.0,11696
back_bumper,minor,dent,20.92,2885
front_door,minor,lamp broken,7.97,7158
front_door,minor,dent,15.03,4199
back_bumper,minor,tire flat,4.46,2129
front_light,minor,scratch,17.22,888
front_bumper,minor,tire flat,24.74,2081
front_light,moderate,lamp broken,3.75,4303
back_door,minor,lamp broken,5.9,6566
hood,minor,glass shatter,23.23,12699
front_light,moderate,scratch,21.2,1385
front_light,moderate,tire flat,11.38,2376
back_glass,moderate,scratch,16.78,3633
hood,minor,scratch,7.96,2291
front_light,moderate,crack,10.39,3781
back_door,minor,glass shatter,11.2,8415
front_light,moderate,dent,1.26,2637
front_light,severe,dent,9.51,4171
front_light,minor,crack,4.8,2088
hood,minor,scratch,17.95,2216
back_door,moderate,scratch,9.44,2983
front_door,moderate,glass shatter,19.88,17054
front_bumper,minor,glass shatter,21.14,7821
front_light,moderate,lamp broken,14.82,5971
hood,minor,crack,8.78,6831
front_door,moderate,lamp broken,10.69,10541
back_glass,minor,scratch,3.55,2550
front_light,moderate,crack,24.55,4159
back_light,moderate,dent,5.18,2649
front_glass,minor,dent,7.01,5977
back_door,moderate,glass shatter,15.56,18243
back_glass,minor,crack,11.79,5786
hood,minor,scratch,12.79,2352
back_light,moderate,scratch,11.42,1097
back_light,moderate,dent,16.1,2627
back_light,moderate,dent,22.44,2472
front_glass,minor,lamp broken,2.73,10925
hood,minor,glass shatter,5.98,13630
hood,minor,crack,22.59,7092
back_door,minor,glass shatter,10.03,8489
back_door,moderate,scratch,8.16,2477
back_light,moderate,dent,8.94,2226
front_bumper,minor,crack,9.59,3948
back_glass,minor,crack,14.81,7247
hood,minor,crack,2.36,6182
back_door,minor,lamp broken,23.02,6672
back_bumper,minor,dent,7.26,2468
back_bumper,minor,scratch,20.6,1166
back_bumper,minor,scratch,20.34,1248
back_bumper,severe,crack,23.8,9389
back_door,minor,lamp broken,4.11,6985
back_door,minor,dent,6.41,3568
front_light,moderate,crack,22.03,3474
back_bumper,moderate,dent,20.47,4644
front_glass,moderate,tire flat,1.43,8668
front_glass,moderate,glass shatter,11.31,29395
back_glass,minor,dent,22.53,6352
front_door,minor,crack,11.48,4383
back_light,moderate,dent,6.45,2564
hood,minor,lamp broken,20.24,10261
back_light,minor,dent,4.04,1286
back_bumper,minor,crack,16.73,3068
front_bumper,moderate,scratch,12.49,1947
back_door,minor,dent,14.05,3863
front_door,minor,scratch,8.27,1732
hood,moderate,crack,6.86,11100
front_door,minor,tire flat,3.51,2943
front_glass,severe,tire flat,12.67,12912
back_glass,minor,lamp broken,18.81,8915
front_door,moderate,tire flat,4.41,5876
front_light,moderate,tire flat,23.87,2083
back_bumper,minor,crack,10.22,3521
back_door,minor,dent,15.63,3892
front_glass,minor,glass shatter,6.39,16983
front_glass,minor,lamp broken,8.32,12508
front_door,severe,dent,19.11,10831
front_bumper,minor,lamp broken,1.66,5312
front_glass,moderate,glass shatter,23.29,34071
back_door,minor,lamp broken,18.31,7379
hood,minor,glass shatter,18.26,14218
front_bumper,severe,scratch,12.22,3999
back_light,severe,scratch,7.74,1802
front_bumper,severe,dent,19.51,7655
front_glass,moderate,dent,9.68,12203
back_bumper,minor,dent,16.86,2979
back_glass,minor,glass shatter,11.56,13399
front_door,moderate,glass shatter,14.36,17300
back_door,moderate,crack,14.23,8929
front_light,minor,scratch,19.88,758
front_light,minor,scratch,5.19,843
back_bumper,minor,scratch,1.92,1183
front_light,minor,lamp broken,14.28,2926
front_bumper,minor,crack,21.28,4143
hood,minor,tire flat,6.63,3366
hood,minor,glass shatter,2.86,11198
front_door,minor,tire flat,16.41,3635
back_glass,minor,dent,19.92,5239
front_glass,minor,tire flat,23.62,5456
back_bumper,minor,scratch,7.98,1038
back_bumper,moderate,dent,20.39,4611
hood,moderate,lamp broken,23.56,15105
back_bumper,moderate,tire flat,10.15,3903
back_door,severe,dent,24.82,11043
hood,minor,tire flat,18.59,4425
hood,moderate,dent,16.82,8592
front_door,minor,crack,14.81,5722
front_door,moderate,scratch,24.46,2983
front_door,severe,tire flat,17.63,8646
front_glass,minor,crack,14.45,7667
front_door,minor,tire flat,6.53,3387
back_light,moderate,lamp broken,24.68,5202
back_light,moderate,glass shatter,16.98,6622
front_bumper,minor,crack,2.96,3369
back_glass,minor,lamp broken,22.15,9015
back_glass,minor,glass shatter,3.9,12143
hood,severe,tire flat,18.83,9561
back_bumper,minor,glass shatter,5.01,5741
hood,severe,lamp broken,22.7,23898
front_glass,moderate,tire flat,18.09,8387
front_door,moderate,lamp broken,3.59,12502
back_door,severe,tire flat,23.8,9394
front_light,moderate,tire flat,7.94,2233
back_glass,minor,tire flat,19.38,4788
hood,minor,dent,1.19,4884
front_light,minor,glass shatter,5.24,4659
front_bumper,minor,dent,12.84,2570
hood,moderate,lamp broken,21.26,15166
front_door,minor,glass shatter,5.28,9151
back_light,minor,glass shatter,14.8,3944
back_door,minor,crack,3.85,4207
front_light,moderate,scratch,7.92,1441
back_door,moderate,scratch,4.38,2502
hood,minor,scratch,22.66,2652
hood,moderate,lamp broken,1.16,15453
back_bumper,minor,crack,23.6,3490
front_light,minor,lamp broken,11.89,3525
back_door,moderate,glass shatter,12.84,14415
back_glass,moderate,crack,3.8,9948
back_door,moderate,tire flat,18.46,4861
hood,minor,crack,16.13,6267
back_door,moderate,tire flat,22.41,4510
back_door,moderate,tire flat,8.62,5374
back_bumper,moderate,tire flat,6.9,3440
back_light,minor,tire flat,12.28,1142
back_glass,minor,tire flat,4.16,4130
back_door,moderate,lamp broken,18.99,10031
back_door,moderate,glass shatter,6.01,14374
front_glass,minor,tire flat,10.13,5587
front_door,minor,glass shatter,23.9,12364
back_light,moderate,crack,12.77,3127
front_door,minor,lamp broken,3.32,6242
front_bumper,severe,glass shatter,8.81,20722
back_door,minor,scratch,8.65,1487
front_glass,minor,tire flat,22.17,6337
front_light,minor,lamp broken,6.64,2878
hood,moderate,scratch,19.79,3356
front_door,moderate,crack,10.87,9114
front_glass,minor,glass shatter,2.31,17180
back_light,moderate,crack,2.1,2818
back_light,moderate,lamp broken,13.86,4764
back_door,moderate,lamp broken,4.1,11058
back_bumper,minor,glass shatter,17.91,7805
hood,moderate,dent,13.45,8071
back_light,moderate,scratch,10.49,1152
front_bumper,severe,scratch,8.96,3158
back_light,minor,dent,1.48,1580
back_door,minor,lamp broken,12.64,6150
front_bumper,minor,dent,19.54,2828
front_bumper,minor,tire flat,19.82,2484
back_glass,moderate,tire flat,21.69,6305
hood,moderate,tire flat,18.58,5761
hood,severe,lamp broken,3.29,23366
front_glass,moderate,scratch,21.62,5932
front_glass,moderate,lamp broken,8.25,20345
back_door,severe,crack,14.83,12201
front_glass,minor,dent,10.75,6579
front_bumper,minor,tire flat,6.87,1922
front_light,minor,tire flat,9.95,1380
back_door,minor,glass shatter,24.4,10056
back_light,minor,glass shatter,14.52,3970
front_door,moderate,scratch,24.42,2854
back_glass,moderate,scratch,12.76,3657
back_glass,moderate,glass shatter,12.36,24109
back_light,moderate,dent,7.05,2267
front_door,minor,scratch,17.54,1936
back_bumper,moderate,crack,19.12,6065
hood,minor,glass shatter,16.65,12408
front_light,moderate,lamp broken,18.75,5774
back_door,moderate,glass shatter,10.02,17379
back_glass,moderate,lamp broken,4.99,14925
back_door,moderate,dent,12.88,6649
hood,minor,glass shatter,21.98,13090
back_bumper,minor,crack,24.9,3660
front_bumper,minor,lamp broken,22.35,5598
back_glass,minor,scratch,17.44,2632
front_door,moderate,lamp broken,12.33,11214
front_door,moderate,tire flat,21.46,4994
hood,moderate,tire flat,1.24,6016
back_glass,minor,glass shatter,24.45,13569
back_light,moderate,scratch,13.91,1047
back_bumper,minor,lamp broken,4.75,4356
hood,minor,scratch,1.34,1925
front_bumper,moderate,glass shatter,8.34,12786
front_glass,moderate,crack,16.4,13436
back_glass,moderate,dent,7.72,8066
back_door,moderate,scratch,15.1,3103
front_door,moderate,lamp broken,15.21,11607
front_light,minor,scratch,19.8,931
back_door,minor,lamp broken,4.96,7305
front_door,moderate,dent,2.25,6584
front_light,moderate,glass shatter,8.85,7422
back_door,moderate,scratch,10.06,2718
front_light,minor,crack,13.53,2196
back_light,severe,scratch,21.01,1933
front_glass,minor,lamp broken,17.68,11976
back_door,moderate,lamp broken,16.65,10515
front_door,moderate,glass shatter,9.3,16970
hood,minor,scratch,5.3,2312
back_bumper,minor,scratch,13.62,1017
front_bumper,minor,crack,9.85,3310
back_bumper,minor,lamp broken,16.53,5016
front_glass,severe,dent,17.9,18115
back_bumper,moderate,lamp broken,21.72,9245
front_light,minor,glass shatter,19.0,4869
hood,minor,dent,1.69,5315
back_glass,moderate,tire flat,21.9,6427
front_glass,minor,dent,16.3,6298
back_door,minor,lamp broken,21.46,7438
back_bumper,moderate,crack,21.36,5341
back_glass,moderate,lamp broken,9.79,13356
front_glass,moderate,glass shatter,17.07,26944
hood,moderate,scratch,3.02,3496
front_bumper,minor,lamp broken,13.13,4766
back_bumper,minor,crack,9.42,3055
back_door,severe,lamp broken,3.12,19525
back_glass,minor,tire flat,8.62,4210
back_bumper,moderate,scratch,6.22,1841
back_door,severe,tire flat,8.39,8224
back_light,moderate,tire flat,4.19,1600
front_bumper,minor,scratch,14.56,1292
back_light,moderate,crack,5.25,2733
front_light,minor,crack,9.52,2051
hood,moderate,glass shatter,17.49,19795
front_glass,minor,scratch,6.06,3236
front_door,moderate,tire flat,20.11,5081
hood,moderate,lamp broken,20.06,13575
back_light,minor,crack,7.26,1977
hood,moderate,tire flat,12.41,6446
front_door,moderate,crack,16.8,9602
front_door,minor,tire flat,9.61,3544
back_glass,minor,glass shatter,9.08,14943
back_glass,minor,crack,12.2,5898
back_bumper,moderate,glass shatter,11.95,11547
front_glass,minor,tire flat,21.02,5323
front_door,minor,lamp broken,17.29,7082
back_light,minor,lamp broken,11.22,2435
front_glass,minor,lamp broken,13.29,14210
hood,severe,scratch,14.63,5381
front_door,severe,dent,8.42,11657
front_door,minor,glass shatter,12.05,11036
back_light,minor,scratch,2.93,578
back_light,minor,glass shatter,6.87,3873
front_door,minor,dent,9.27,4039
front_glass,minor,tire flat,12.34,5312
front_light,minor,tire flat,23.01,1399
front_door,minor,scratch,8.85,1692
front_glass,minor,lamp broken,2.72,11986
back_bumper,moderate,scratch,5.28,1756
front_door,minor,crack,1.04,4921
front_glass,moderate,dent,4.31,10330
back_light,minor,crack,9.15,1856
front_glass,minor,scratch,10.28,3410
back_bumper,severe,crack,11.12,7767
hood,minor,dent,2.98,5058
back_door,moderate,tire flat,20.29,4428
front_door,moderate,scratch,10.22,2991
front_light,severe,tire flat,10.64,3932
front_bumper,minor,glass shatter,16.22,7915
front_light,minor,lamp broken,12.37,2998
hood,minor,crack,5.29,5799
front_glass,minor,tire flat,1.17,5903
front_bumper,minor,scratch,15.75,1477
front_glass,minor,dent,1.96,7462
front_light,minor,crack,15.38,2112
